Model,Souce,Comment,dependable,lasts long,value for money,quality fit and finish,attractive styling,safe,retains resale value,driver comfort,fun to drive,advanced features,responsive handling,prestigious,dealerships,fuel efficient,quick acceleration,environmentally friendly,affordable
Rogue,Cars,As a 51 year old empty nester this vehicle seems to meet all my needs. No longer need a bigger SUV or minivan. Took me a little while to come to that realization but I’m glad I didn’t buy anything larger. Very quiet and comfortable and I get about 33 MPG commuting to the office and back. Family members with CR-Vs and Outbacks are very impressed with this new design. Check it out.,0.9986344575881958,0.6999594569206238,0.9969096779823303,0.9956031441688538,0.9945670366287231,0.9907751679420471,0.9687062501907349,0.9847222566604614,0.9716723561286926,0.8719921112060547,0.9543715119361877,0.9363182783126831,0.085149846971035,0.998421311378479,0.17295873165130615,0.9416518807411194,0.9823204278945923
Rogue,Cars,"At first I had no problem with my brand new Rogue, but six weeks after driving the car shut down in my driveway. Information such as “Headlight malfunction, apply parking break. “ remained on the dashboard. The car couldn’t start, had to get a jump. The next morning I took the car to the dealership and after 4.5 hour was told that my ECM was defective and need to be replaced. Don’t they test the cars before selling them. I am so unhappy right now. I feel that this should never have happened. Used car , I understand but brand new car an explanation should be given.",0.000653885945212096,0.916143000125885,0.01427138689905405,0.19566471874713898,0.39093515276908875,0.0008954989607445896,0.02462407760322094,0.5845285654067993,0.00797240436077118,0.7324132323265076,0.3285548686981201,0.8080014586448669,0.8661627769470215,0.03312699496746063,0.11968694627285004,0.11609622091054916,0.16106921434402466
Rogue,Cars,This car is awesome!  I love the ride!! I love the gear shift!  I love the comfort!   Lost some hatch but vehicle is awesome!!! 10 stars!!!,0.9956727027893066,0.2846304178237915,0.9980339407920837,0.9970892667770386,0.9817900657653809,0.9540415406227112,0.9711548686027527,0.9900181293487549,0.9993725419044495,0.9606000185012817,0.9991498589515686,0.9976422190666199,0.1392539143562317,0.7815651297569275,0.128621906042099,0.27155354619026184,0.7997860908508301
Rogue,Cars,This Rogue met all my needs. It is very comfortable to drive. I like that the rear door opens all the way 90 degrees. It has a great sunroof. Love it,0.9979831576347351,0.8260826468467712,0.9980927109718323,0.9992159605026245,0.9956613183021545,0.9992882609367371,0.9634246826171875,0.9975010752677917,0.9993128776550293,0.9927539825439453,0.9995995163917542,0.9695457220077515,0.013899041339755058,0.7739361524581909,0.17850562930107117,0.23755714297294617,0.8569888472557068
Rogue,Cars,"A beautiful car, but with some annoying problems:
- Shaking / vibrating when driving or accelerating slowly. 
- The hand break stays on regularly when I start driving - for a few seconds, making the engine roar. Won’t get off even if I try to turn it off (and it is supposed to go off automatically).
- Stop hold feature: I love the idea, as I have knee problems and it releases tension in my right knee, but for some reason, when I stay on it for a while (e.g. at the drive thru), it doesn’t come off when I try to drive again. When this happens, I need to stop the car, turn it off, and  turn it back on... Can be dangerous in some situations. Also: the Cruise control with Pro Pilot is a bit scary, as when the car before me changes lane, it starts accelerating way too fast to reach the set speed now that the obstacle is gone. I usually turn it off to control my acceleration on my own. I was driving a 2017 Rogue before, and I felt safer in my old version, by far.",0.0006325663416646421,0.5485841035842896,0.054859381169080734,0.9009183645248413,0.9991492033004761,0.007354501634836197,0.44651857018470764,0.6308943629264832,0.00921705737709999,0.5513294339179993,0.05840572714805603,0.9795577526092529,0.042321350425481796,0.008809809572994709,0.9049880504608154,0.007747409865260124,0.36465033888816833
Rogue,Cars,I went with the new Rogue because of its updated  restyling and based upon Nissan’s reputation for  performance and reliability. I am looking forward to a pleasant experience.,0.9971000552177429,0.2242494374513626,0.968487024307251,0.9856756925582886,0.9978841543197632,0.9301598072052002,0.9516063928604126,0.18702863156795502,0.9250666499137878,0.8604555726051331,0.9925091862678528,0.981310248374939,0.03697637841105461,0.49296313524246216,0.2733286917209625,0.08896210789680481,0.6351571679115295
Rogue,Cars,"This is by far the most advanced and tech equipped vehicle I've ever owned. Very good , well thought out features and roomier that previous models. Economical so far and very comfortable seating as well as driving. Excellent sound system.",0.9540626406669617,0.57700514793396,0.9955921173095703,0.9818808436393738,0.9139746427536011,0.7116411328315735,0.9130486249923706,0.9487940073013306,0.816660463809967,0.9994546175003052,0.5511680245399475,0.9912111759185791,0.017126571387052536,0.9955393671989441,0.1327091008424759,0.14766615629196167,0.9328351616859436
Rogue,Cars,"I purchased this Rouge Platinum for a daily driver with good gas mileage. I am 6' 2""  my 6' wife and our kids are 6' and 5'3"" and we fit comfortably with no complaints. This is our fifth Nissan we currently on a 2019 Armada and I expect the same reliability that we have had with the others.   Coming for a lifted Toyota Tundra I can drive back and forth to work for almost 2 weeks on a site tank of gas as to wear the Tundra went through a tank a week. I can't say enough good things about this SUV.",0.9954532384872437,0.60479736328125,0.9916861057281494,0.9943561553955078,0.9736117720603943,0.9649609923362732,0.9741209149360657,0.9504655599594116,0.9531008005142212,0.7460916042327881,0.8781241774559021,0.9679349660873413,0.029388289898633957,0.9969581961631775,0.5280202627182007,0.9772166013717651,0.9355095624923706
Rogue,Cars,Crown Nissan is the best dealership and has the best vehicles. Love my new Rogue. All the features and comfort makes driving a pleasure. Easy to drive and rides smooth.,0.993974506855011,0.8383630514144897,0.9971165657043457,0.9982651472091675,0.9883981943130493,0.9940255880355835,0.9797031283378601,0.9966759085655212,0.9995977282524109,0.990043580532074,0.999316394329071,0.9930132627487183,0.9930326342582703,0.8013778924942017,0.26634812355041504,0.48017948865890503,0.8829113245010376
Rogue,Cars,It’s what I was looking for. An AWD that is comfortable and gets great gas mileage. Plus all the other great features the Rogue has.,0.9822700023651123,0.6181499361991882,0.9950816631317139,0.9835057854652405,0.9662721753120422,0.9506444334983826,0.9250289797782898,0.9521766901016235,0.9955625534057617,0.7114527225494385,0.7769703269004822,0.9465333223342896,0.05548126623034477,0.9987223744392395,0.07945447415113449,0.9963304400444031,0.7033758759498596
Rogue,Cars,"It full film my requirements and features that I need to drive safe and comfort , on the road make me happy an like it",0.9763429164886475,0.5571167469024658,0.9797688126564026,0.9835096001625061,0.9570159912109375,0.9341116547584534,0.9358250498771667,0.9635888338088989,0.9793623685836792,0.6133221983909607,0.8188523054122925,0.9645347595214844,0.06727335602045059,0.34104862809181213,0.09439847618341446,0.11320724338293076,0.5895604491233826
Rogue,Cars,My wife loves her new Rogue. She says it has plenty of power and has a very smooth ride. She especially enjoys the sun roof which is a very nice feature on the car.,0.9814072847366333,0.33615079522132874,0.9763914942741394,0.997626781463623,0.997801661491394,0.9880233407020569,0.9537047147750854,0.9633774161338806,0.9995121359825134,0.9896509051322937,0.9996890425682068,0.9587499499320984,0.02738237753510475,0.5603010654449463,0.5696385502815247,0.40806445479393005,0.801371693611145
Rogue,Cars,This is my second rogue and this year the design has really improved. Quality leather good sound system the back up camera has incredible clarity. I am so impressed with all of the safety features. If I had one complaint it would be that the floor mats are not super durable. I would definitely upgrade or have them throw in an all weather mat. This car is very quiet and handles very well. I love the on the fly traction control for all types of weather. Too many good things to write about!,0.9927017688751221,0.22955413162708282,0.9948586821556091,0.9986394643783569,0.9988535642623901,0.9981831908226013,0.9723682403564453,0.868903636932373,0.9993461966514587,0.995596706867218,0.9994990825653076,0.9922258853912354,0.01263793371617794,0.7420345544815063,0.5219384431838989,0.44847485423088074,0.9152230620384216
Rogue,Cars,"Hate the side mirrors, bring back or move them forward.
Bring back the movable rear seat. We used it pushed all the way forward for our dog.
Bring back the rear under floor storage, the same size as the 2018 model.",0.07547909021377563,0.22378364205360413,0.3129335641860962,0.4170558750629425,0.03842264413833618,0.09454166889190674,0.3818495571613312,0.2745698392391205,0.1450926810503006,0.4160058796405792,0.2774834930896759,0.3749259412288666,0.023398343473672867,0.06888588517904282,0.11233966797590256,0.1300753504037857,0.5098322629928589
Rogue,Cars,I have been very impressed with the new Rogue.  I love the new features of this SL model and look forward to many years of problem free driving.  The increased size of the 2021 model provides many Murano like features at a greatly reduced price.,0.9932186603546143,0.5471912026405334,0.997802734375,0.9876990914344788,0.9876894950866699,0.9919264912605286,0.9696081876754761,0.8954675793647766,0.9976000189781189,0.9604682922363281,0.9800272583961487,0.943601667881012,0.13932831585407257,0.7967478632926941,0.3308968245983124,0.5407081842422485,0.9947881102561951
Rogue,Cars,"Had this car 3 months it’s my 3rd Rogue. Monitor not working, no radio, gps iPhone connect charging backup cameras, weird noise, flashing Nissan logo, it’s been 2 months, they cannot find the part anywhere! Nissan consumer affairs have stopped calling to give updates, but yet want you to pay your monthly payment for a new car that’s not 100%
Beware if you buy they cannot fix it, you’ll be stuck with a LEMON!",0.0011311162961646914,0.9860085844993591,0.09775832295417786,0.0035355552099645138,0.008154753595590591,0.003610770683735609,0.0718647763133049,0.7241029143333435,0.001608863822184503,0.9793156385421753,0.7226966619491577,0.1383836269378662,0.002832776866853237,0.03881591185927391,0.2780008018016815,0.0853789821267128,0.05845164135098457
Rogue,Cars,Love the improvements made in the 2021 model year. Exterior is sporty and aggressive.  Interior is refined and well appointed.  Great easy to use features,0.41462773084640503,0.30246394872665405,0.8675095438957214,0.9684266448020935,0.9957031607627869,0.03483385965228081,0.8752132654190063,0.1262449473142624,0.9947542548179626,0.843528151512146,0.7685268521308899,0.886683464050293,0.041244830936193466,0.05818172171711922,0.4236016571521759,0.0313037745654583,0.3022991418838501
Rogue,Cars,Traded my 2018 for this new design and interior concept. Love it. The 18 inch tires makes a smooth consistent ride. The design in and out is classic gold.,0.9941538572311401,0.6769589185714722,0.9871858954429626,0.9927764534950256,0.9966638088226318,0.9764703512191772,0.8292473554611206,0.9720505475997925,0.9971280097961426,0.7445632219314575,0.9988926649093628,0.9696703553199768,0.020428817719221115,0.5780477523803711,0.08660610020160675,0.21363334357738495,0.8854662775993347
Rogue,Cars,"This car is perfect for me. The doors are tall and easy for me to get in and out of even with arthritis. It has a lot pep. The interior is comfortable. I love the changes on this newer model. Cup holders are more accessible,  the car is a little larger than previous models and the safety features are top notch.",0.9949774742126465,0.6175689697265625,0.9889224767684937,0.9987889528274536,0.9937587976455688,0.9995054006576538,0.9568079113960266,0.9670730233192444,0.9989787340164185,0.9952949285507202,0.9930593371391296,0.9748678207397461,0.05873631313443184,0.6785778999328613,0.9839497208595276,0.18736647069454193,0.8741493821144104
Rogue,Cars,"I bought this car for the safety features. Blind spot warning, forward warning collision, rear emergency braking, rear cross warning, and more,

I really love all these features",0.9729661345481873,0.5280015468597412,0.9879884719848633,0.971604585647583,0.3483264446258545,0.9984471201896667,0.9699317216873169,0.5748998522758484,0.663676917552948,0.996830940246582,0.07621043175458908,0.9913772344589233,0.043321095407009125,0.1336686611175537,0.009715267457067966,0.08301104605197906,0.939288854598999
Rogue,Cars,"This car meets all my needs for roominess, easy to navigate. The only thing it's missing is a trunk opener on the fob. If it had that the car would be perfect.",0.9941995739936829,0.23976951837539673,0.9962747097015381,0.9950799345970154,0.9407687187194824,0.9918726682662964,0.8037019371986389,0.9735184907913208,0.9944009184837341,0.8077024221420288,0.9980762600898743,0.9240100979804993,0.03591443970799446,0.47720324993133545,0.028240177780389786,0.19087514281272888,0.9025084376335144
Rogue,Cars,I chose this car because of the headroom when I got in and out of it. Car rides quiet and has all the accessories that I need.,0.9949010014533997,0.5184316039085388,0.9939629435539246,0.9957742094993591,0.8695606589317322,0.9910873770713806,0.951870858669281,0.9923961162567139,0.9715155363082886,0.873777449131012,0.9595121741294861,0.9632997512817383,0.04794399067759514,0.4836537837982178,0.016142195090651512,0.10295265167951584,0.8848205804824829
Rogue,Cars,Car has many features that I was looking for.  Comfortable ride and easy to handle.  Controls are easy to reach and understand.  Video provided by Nissan is a great help in understanding the systems.,0.9930965304374695,0.27138546109199524,0.9915066957473755,0.9942716360092163,0.9633765816688538,0.990694522857666,0.9686394333839417,0.9412558078765869,0.9988936185836792,0.6581273674964905,0.9977867603302002,0.9312378764152527,0.05467909201979637,0.6297088265419006,0.22808031737804413,0.2401566505432129,0.7874454259872437
Rogue,Cars,This Rogue is the best I've owned and I can't wait to start driving it. It has all of the features that I want and need.,0.9877427220344543,0.23154331743717194,0.9953830242156982,0.9980577230453491,0.9836349487304688,0.9257456660270691,0.9539552927017212,0.678585410118103,0.9952670335769653,0.6829838752746582,0.6222307682037354,0.9989602565765381,0.025084784254431725,0.45196157693862915,0.4791950583457947,0.16598239541053772,0.7157366275787354
Rogue,Cars,I am currently on my second rogue. The first one lasted me 10 years with only normal wear and tear. This second one had me feeling equally as excited when I test drove it. So far it is more than  exceeding my expectations!,0.8704407215118408,0.5938518047332764,0.9757835268974304,0.9668958783149719,0.9668924808502197,0.16869214177131653,0.9575883150100708,0.7434595823287964,0.9967738389968872,0.5589457154273987,0.9507710337638855,0.9452449679374695,0.006138979457318783,0.24901875853538513,0.4222644567489624,0.1885424256324768,0.804390549659729
Rogue,Cars,This is so roomy and drives so smooth.  I love it.  It is a great color and so easy to drive and learn all the features!!,0.9969422817230225,0.7501842379570007,0.9919493794441223,0.9964756369590759,0.9980381727218628,0.9967361092567444,0.9674413800239563,0.994606614112854,0.998970627784729,0.4204019606113434,0.9986982345581055,0.9413977861404419,0.09016134589910507,0.6798235774040222,0.15405166149139404,0.23113442957401276,0.866600513458252
Rogue,Cars,"Problem with the AC, the temperature cannot be controlled, it comes out hot from the driver's fans and I took it to the dealer and they told me that it was designed to work that way, which is normal, it drives me crazy. I've tried to get the problem solved but until now they say it's normal and bought a dozen new cars and it's the first time this has happened to me with a 42-mile car",0.00016634819621685892,0.2326868623495102,0.007461962290108204,0.006478426046669483,0.039884112775325775,0.0013568915892392397,0.056584060192108154,0.893299400806427,0.0025532743893563747,0.2675865888595581,0.00743861822411418,0.17811772227287292,0.9223321080207825,0.002648768713697791,0.216994047164917,0.007787696085870266,0.2178134322166443
Rogue,Cars,"Rogue with Platinum trim (top of the line) is beautiful inside and out. The backup camera with side and top view is a big help. Plenty of acceleration. Only driven 1,000 mi but fuel mpg is around 31. Disappointed that garage door opener wasn't included. Living in AZ, vented or a/c seats would have been great. Many helpful electronics. I would buy again.",0.7531086206436157,0.5764549374580383,0.9692797660827637,0.9995710849761963,0.9995734095573425,0.837428092956543,0.9859898090362549,0.49708229303359985,0.9945288300514221,0.9958758354187012,0.979458749294281,0.9993956089019775,0.0078114899806678295,0.9960071444511414,0.9950814247131348,0.14518381655216217,0.11260312050580978
Rogue,Cars,"It dies 3 times on us!  First time after we bought,  15 minutes away from the dealership. They allegedly fixed it.  2nd time, 20 minutes we picked up it died again for the same mechanical electrical issues!! 3 times is a strike!  After pick up again they told me a Nissan engineer worked on the car and it was SAFE to drive!!  It WASN'T!!! It died an hour later in a middle of an intersection where I almost got tbone by a semitruck!!!! Good Samaritans tried to moved the car from the road.  Not even the neutral was working!  It took several strong men to move it out of the intersection and calmed down until my husband arrived!  It was a horrible nightmare!  The dealership didn't take responsibility or ownership of the problem. So now Nissan Corp needs to do it right! We lost of trust!! You put me in danger!",0.026022104546427727,0.9846811294555664,0.10711443424224854,0.22554448246955872,0.12353475391864777,0.03578777238726616,0.01623440347611904,0.8281621932983398,0.0012652636505663395,0.6437398195266724,0.8285937309265137,0.49733415246009827,0.9184995293617249,0.046589676290750504,0.4994419813156128,0.04339015111327171,0.20928868651390076
Rogue,Cars,"THIS TRUCK  TAKES SOME GETTING USED TO. HAVEN'T HAD A NEW ONE IN 14 YEARS,  LOTS OF BELLS AND WHISTLES BUT I WILL LEARN VERY QUICLY WITH MY HANDY MANUAL.",0.052114930003881454,0.35592469573020935,0.7176130414009094,0.7646360397338867,0.8326736688613892,0.017527148127555847,0.9007256031036377,0.4110143780708313,0.10405199974775314,0.9960150718688965,0.7747604250907898,0.7753208875656128,0.04370291903614998,0.06868095695972443,0.18795840442180634,0.01170292031019926,0.15378956496715546
Rogue,Cars,Very dependable and love the leg room and the new wider doors. Overall performance is excellent. Interior design is very colorful and cargo space is what I needed.,0.9994062781333923,0.9988327622413635,0.9975864291191101,0.9983137249946594,0.9975410103797913,0.9978660345077515,0.996213436126709,0.343405157327652,0.9876471757888794,0.8437815308570862,0.9981077313423157,0.9908309578895569,0.033813536167144775,0.8756881356239319,0.15816782414913177,0.36180099844932556,0.8335915207862854
Rogue,Cars,This car meets all my needs.  It drives so smooth and has all the items that I wanted.  The new design made me stay with the Rogue.,0.9891484975814819,0.3276979923248291,0.9943538904190063,0.9974477291107178,0.9859232902526855,0.9516609907150269,0.9838703870773315,0.98563152551651,0.9988749027252197,0.9086763858795166,0.998880922794342,0.9446166157722473,0.015104576013982296,0.8070424199104309,0.17652809619903564,0.10360854119062424,0.9030637741088867
Rogue,Cars,"This car has lots of space and leg room.
The ride is smooth , quiet and has tons of safety features.
Overall very satisfied of the quality of Nissan Rogue!",0.9971933364868164,0.6318756341934204,0.9940093755722046,0.9974613785743713,0.9580466747283936,0.9990545511245728,0.9842472672462463,0.9796746969223022,0.9967339634895325,0.985322117805481,0.9990537762641907,0.9928058981895447,0.08128084987401962,0.7005325555801392,0.03629593178629875,0.44776996970176697,0.8385306596755981
Rogue,Cars,It's enjoyable and fun driving. What can I say but a wise choice and the gas per gallon is a real plus out on the road,0.9953328967094421,0.29480981826782227,0.9979104399681091,0.9822163581848145,0.9660238027572632,0.9543275237083435,0.9689204096794128,0.9081951975822449,0.9980744123458862,0.5651203393936157,0.980417788028717,0.9419440627098083,0.04817990958690643,0.9957077503204346,0.24508997797966003,0.945087730884552,0.9764120578765869
Rogue,Cars,"Love this car.  This is my 4th Rogue.  They are reliable and and great car
for the money.   Mileage for an SUV is pretty good.",0.9995110630989075,0.9960350394248962,0.9992491602897644,0.9946416616439819,0.9484153389930725,0.9983893036842346,0.9957314133644104,0.9062725901603699,0.9912648797035217,0.557224452495575,0.9749594330787659,0.9853045344352722,0.05495068430900574,0.9977807998657227,0.46481433510780334,0.3313806653022766,0.999006450176239
Rogue,Cars,"I've owned a Rogue before and it was not near as comfortable and sporty as my new one.  Plenty of comfort, and get up and go!  And the gas mileage is much better this time.",0.8167635202407837,0.23435497283935547,0.9921804666519165,0.99373859167099,0.9917077422142029,0.17195799946784973,0.7755953073501587,0.9014760255813599,0.99859219789505,0.9527915120124817,0.9876811504364014,0.9601143598556519,0.006858925335109234,0.9966813325881958,0.6259468793869019,0.9887118935585022,0.8650227189064026
Rogue,Cars,So far I love this car! It’s sporty and so nice looking. Fun to drive! Love the huge sunroof. Very comfortable and plenty of power.,0.9811501502990723,0.42863407731056213,0.9915534853935242,0.9983862638473511,0.9994531869888306,0.6051727533340454,0.9486411213874817,0.9602625966072083,0.9993840456008911,0.9899892807006836,0.9991428256034851,0.9914476871490479,0.03497334569692612,0.17625904083251953,0.9360828399658203,0.09315409511327744,0.7141300439834595
Rogue,Cars,"It’s unique appearance, and quiet ride are quite impressive. The driver assist features, and technology, along with the front, rear, and 360 degree camera views are amazing. Did I mention the Apple Car  Play & stereo? Great decision!",0.9380885362625122,0.2643979489803314,0.9965143203735352,0.9957167506217957,0.9992441534996033,0.9271435141563416,0.9532225131988525,0.9348816275596619,0.9980923533439636,0.9972155094146729,0.99439936876297,0.9947095513343811,0.039339348673820496,0.3307133913040161,0.025892874225974083,0.2356027215719223,0.6831746101379395
Rogue,Cars,"The 2021 Rogue is very smooth to drive and new features make it an awesome experience. 
The new all-around camera makes parking so easy it’s feel like freedom.",0.916248083114624,0.23592394590377808,0.9846678972244263,0.9943307042121887,0.9842328429222107,0.9534273147583008,0.8576236367225647,0.9893853068351746,0.9994879364967346,0.9909474849700928,0.9985164999961853,0.9882972836494446,0.01583504118025303,0.5526268482208252,0.08721451461315155,0.332884281873703,0.7483693361282349
Rogue,Cars,"Before purchasing my 2021 Nissan Rogue SV I was driving a 2013 Toyota RAV4 with all-wheel drive. While the Toyota RAV4 was a good car the 2021 Nissan Rogue is so much better. The car looks good on the inside, looks good on the outside and I have gotten lots of compliments about it. It handles great and the pro pilot assist is awesome to use and the warranty is impressive. I would recommend it to anyone who has not driven this car to test drive one for yourself I believe you will be impressed to the point of buying one if you're in the market for a new car.",0.9922345280647278,0.3814188241958618,0.997272253036499,0.9986814856529236,0.9983556866645813,0.9346156120300293,0.9714137315750122,0.8880862593650818,0.9995038509368896,0.9934927225112915,0.9995616674423218,0.9962626695632935,0.08032675087451935,0.604905366897583,0.7767433524131775,0.2281953990459442,0.8453704118728638
